tag,category,count,insert_mode
"touma hikaru, izumo",4,34,phrase
"touma kazusa, white album (series), 1girl, blue eyes, long hair, black hair, school uniform",4,204,phrase
"touma saya, spec, 1girl, grey eyes, hair between eyes, long hair, black hair, grey jacket, black footwear, green skirt, shirt, long sleeves, cast, arm sling, bandaged arm",4,49,phrase
"tour guide from the underworld, yu-gi-oh!, 1girl, fang, red eyes, red hair, twintails, hat, pantyhose, gloves, white gloves, duel monster, skull, skull and crossbones",4,86,phrase
"touri sei, nanashi inc., 1girl, blue eyes, orange hair, short hair, two-tone hair, light brown hair, streaked hair, brown hair, medium bangs, braid, medium breasts, large breasts, black shirt, sleeveless shirt, virtual youtuber, virtual youtuber",4,130,phrase
"touri sei (1st costume), nanashi inc., 1girl, blue eyes, short hair, orange hair, two-tone hair, light brown hair, brown hair, streaked hair, medium bangs, braid, swept bangs, hair bow, medium breasts, hat feather, plaid headwear, white shirt, orange jacket, open jacket, short shorts, orange shorts, cropped jacket, black footwear, purple necktie, detached collar, white collar, white bow, short sleeves, back bow, frills, orange bow, puffy short sleeves, virtual youtuber, virtual youtuber, multiple earrings, beret, bangle, black corset",4,47,phrase
"touri sei (2nd costume), nanashi inc., 1girl, blue eyes, orange hair, two-tone hair, short hair, light brown hair, streaked hair, brown hair, medium bangs, braid, medium breasts, large breasts, navel, sleeveless shirt, black shirt, grey pants, turtleneck, off shoulder, virtual youtuber, virtual youtuber, midriff, crop top",4,37,phrase
"tousou (touken ranbu), touken ranbu",4,44,phrase
"toutaku, koihime musou, 1girl, maid, purple eyes, blue hair, short hair, ribbon",4,49,phrase
"toutetsu yuuma, touhou, 1girl, pointy ears, sharp teeth, red horns, sheep horns, horn ribbon, red eyes, horizontal pupils, short hair, white hair, curly hair, grey hair, barefoot, blue dress, red sleeves, detached sleeves, blue ribbon, bare shoulders, earrings",4,1737,phrase
"touwa erio, denpa onna to seishun otoko, 1girl, blue eyes, blue hair, very long hair, antenna hair, long hair, ahoge, barefoot, school uniform, off shoulder",4,721,phrase
"touwa meme, denpa onna to seishun otoko, 1girl, mature female, blue eyes, purple eyes, blue hair, long hair, antenna hair, very long hair, medium breasts, large breasts",4,61,phrase
"touya (log horizon), log horizon",4,37,phrase
"touya akira, hikaru no go, 1boy, green eyes, short hair, black hair, green hair, bob cut, blunt bangs, school uniform, long sleeves",4,77,phrase
"touyama nao, kantai collection, 1girl, blue eyes, long hair, blonde hair",4,189,phrase
"touyoko momoko, saki, 1girl, green eyes, black hair, medium hair, tsuruga school uniform, tsuruga school uniform, necktie",4,364,phrase
"touzoku arthur, million arthur (series), 1girl, red eyes, blonde hair, short hair, ahoge, small breasts, navel, midriff",4,43,phrase
"touzokuou bakura, yu-gi-oh!, 1boy, dark-skinned male, purple eyes, hair between eyes, scar across eye, white hair, short hair, long hair, scar on face, millennium ring",4,43,phrase
"touzuki suzuya, starry sky (game)",4,34,phrase
"tove (nikke), goddess of victory: nikke, 1girl, skin tight, blue eyes, hair between eyes, blonde hair, long hair, braid, sidelocks, large breasts, covered navel, orange bodysuit, long sleeves, headgear",4,71,phrase
"towa (dragon ball), dragon ball, 1girl, demon girl, blue skin, pointy ears, purple lips, purple eyes, white hair, long hair, large breasts, medium breasts, sharp fingernails, potara earrings, lipstick",4,72,phrase
"towa (slow damage), slow damage, 1boy, yellow eyes, hair over one eye, black hair, short hair, blonde hair, multicolored hair, brown hair, scar on face, black shirt, long sleeves",4,158,phrase
"towa (towa akqj10), indie virtual youtuber, 1girl, ear piercing, red eyes, hair between eyes, eyes visible through hair, mole under eye, black hair, long hair, two-tone hair, pink hair, white hair, large breasts, mole on breast, cleavage, thighs, virtual youtuber, virtual youtuber, earrings, gyaru, gyaru",4,72,phrase
"towa (towa and the guardians of the sacred tree), bandai_namco, 1girl",4,14,phrase
"towa herschel, eiyuu densetsu, 1girl, floating hair, green eyes, hair between eyes, brown hair, long hair, very long hair, ponytail, hair bow, school uniform, long sleeves",4,433,phrase
"towa monaca, danganronpa (series), 1girl, green eyes, green hair, short hair, hairband, long sleeves",4,217,phrase
"towa rui, indie virtual youtuber, 1girl, pink eyes, hair between eyes, medium hair, black hair, large breasts, cleavage, navel, white kimono, white kimono, torn clothes, black thighhighs, bare shoulders, virtual youtuber, virtual youtuber, ghost, tareme",4,51,phrase
"toxapex, pokemon, no humans, blue eyes, yellow eyes, long hair, pokemon (creature), yellow sclera, spikes",4,68,phrase
"toxel, pokemon, no humans, toes, pokemon (creature)",4,157,phrase
"toxic-chan (kimtoxic), original, 1girl, shirt, holding, breasts, solo, large_breasts, blue_hair, t-shirt, mole, aqua_eyes, white_shirt, bags_under_eyes, hairclip, pointing, hair_ornament, korean_text, mole_above_eye, covered_nipples, mole_under_eye",4,17,phrase
"toxicroak, pokemon",4,116,phrase
"toxtricity, pokemon, black eyes, pokemon (creature), furry",4,328,phrase
"toxtricity (amped), pokemon, black eyes, pokemon (creature), furry",4,173,phrase
"toxtricity (low key), pokemon, single horn, black eyes, pokemon (creature), furry",4,162,phrase
"toy chica, five nights at freddy's",4,31,phrase
"toyama kasumi, bang dream!, 1girl, purple eyes, brown hair, cone hair bun, medium hair, short hair, star hair ornament, medium breasts",4,522,phrase
"toyama misuzu, girlfriend_(kari), green_hair, character_name, 1girl, glasses, green_eyes, solo, card_(medium), short_hair, holding, pleated_skirt, skirt, shirt, book, plaid_clothes, necktie, plaid_skirt",4,34,phrase
"toyama satoru, precure",4,96,phrase
"toyohama nodoka, seishun buta yarou, 1girl, blue eyes, blonde hair, long hair, medium hair, side ponytail, sidelocks, ponytail, braid, parted bangs, hair scrunchie, medium breasts, collarbone, bare shoulders",4,51,phrase
"toyohara etsuko, super real mahjong, 1girl, shiny skin, brown eyes, brown hair, short hair, large breasts",4,116,phrase
"toyohara mitsuki, milk junkies, 1girl, mature female, brown hair, long hair, blonde hair, huge breasts, cleavage",4,35,phrase
"toyokawa fuka, idolmaster, 1girl, brown eyes, short hair, blue hair, antenna hair, wavy hair, large breasts, cleavage, navel, collarbone",4,957,phrase
"toyosaki aki, k-on!, 1girl, brown eyes, short hair, brown hair",4,68,phrase
"toyosatomimi no miko, touhou, 1girl, brown eyes, yellow eyes, short hair, pointy hair, brown hair, blonde hair, bracelet, earmuffs",4,10085,phrase
"toyosatomimi no miko (owl), touhou, 1girl, blue eyes, grey hair, long hair, ponytail, owl, animal, kariginu, earmuffs, tate eboshi",4,60,phrase
"toyotomi hideyoshi (fate), fate (series)",4,36,phrase
"toyotomi hideyoshi (sengoku basara), sengoku basara",4,42,phrase
"tozaki daijirou, original",4,95,phrase
"tr-6 woundwort, gundam, no humans, green eyes, mobile suit, mobile suit, v-fin, mecha musume, mecha",4,58,phrase
"trace (pokemon), pokemon",4,80,phrase
"tracer (overwatch), overwatch, 1girl, lips, brown eyes, goggles, orange goggles, short hair, brown hair, spiked hair, swept bangs, medium breasts, chest harness, ass, bomber jacket, orange bodysuit",4,1815,phrase
"tracey sketchit, pokemon",4,62,phrase
"track kouhai (gentsuki), original, 1girl, shiny skin, brown eyes, short hair, brown hair, medium breasts, ass, thighs, navel, track uniform, tanlines",4,58,phrase
"tracy reznik, identity v, 1girl, blue eyes, green eyes, goggles on head, short hair, brown hair, blonde hair, long sleeves",4,71,phrase
"traene (sorai shin'ya), original, 1girl, blue eyes, hair between eyes, blonde hair, long hair, very long hair, hair ornament, large breasts, cleavage",4,45,phrase
"trafalgar law, one piece, 1boy, yellow eyes, short hair, black hair, chest tattoo, hand tattoo, arm tattoo, hat, earrings, goatee, long sideburns",4,2403,phrase
"trailblazer (honkai: star rail), honkai (series), 1girl, yellow eyes, hair between eyes, grey hair, long hair, medium hair, white shirt, black jacket, black gloves, long sleeves",4,8241,phrase
"trailblazer (trash cake) (honkai: star rail), honkai: star rail, hair between eyes, purple eyes, yellow eyes, blue eyes, short hair, blonde hair, black hair, long sleeves, black cat",4,135,phrase
"train heartnet, black cat (series)",4,38,phrase
"trainer (idolmaster), idolmaster, 1girl, brown eyes, black eyes, black hair, long hair, ponytail, hairclip",4,209,phrase
"trainer (umamusume), umamusume, 1girl, horse girl, horse ears, horse tail, hair between eyes, brown hair",4,7621,phrase
"trainer kuronuma, umamusume",4,36,phrase
"trainer minamizaka, umamusume",4,57,phrase
"training drone (girls' frontline), girls' frontline",4,44,phrase
"trance (hijiri), original, 1boy, red eyes, green hair, short hair, blonde hair",4,70,phrase
"trance terra branford, final fantasy, 1girl, monster girl, pink skin, pointy ears, blue eyes, long hair, pink hair, medium breasts, claws",4,121,phrase
"tranquill, pokemon",4,55,phrase
"transcend (twilight neokagura) (umamusume), umamusume, 1girl, horse_ears, animal_ears, horse_girl, solo, brown_hair, multicolored_hair, ear_chain, breasts, linked_piercing, streaked_hair, piercing, red_eyes, blunt_bangs, cleavage, kimono, long_sleeves",4,10,phrase
"transcend (umamusume), umamusume, 1girl, horse girl, horse ears, horse tail, ear ornament, red eyes, glasses, red-framed eyewear, brown hair, short hair, white hair, streaked hair, blunt bangs, large breasts, long sleeves",4,446,phrase
"transformed ditto, pokemon, no humans, black eyes, pokemon (creature), slime (substance)",4,242,phrase
"trapinch, pokemon, no humans, dark-skinned male, black eyes, black hair, pokemon (creature)",4,382,phrase
"traptrix allomerus, yu-gi-oh!, 1girl, horns, yellow eyes, hair between eyes, red hair, very long hair, long hair, hair ornament, small breasts, large breasts, cleavage, leg tattoo, navel, detached sleeves, bare shoulders, wide sleeves, duel monster, midriff",4,38,phrase
"traptrix atrax, yu-gi-oh!, 1girl, monster girl, pointy ears, horns, red eyes, purple hair, long hair, very long hair, twin braids, twintails, hair bobbles, navel, bare shoulders, duel monster",4,57,phrase
"traptrix dionaea, yu-gi-oh!",4,32,phrase
"traptrix genlisea, yu-gi-oh!, 1girl, green eyes, hair between eyes, very long hair, white hair, twin braids, low twintails, hair ornament, large breasts, barefoot, dress, bare shoulders, duel monster",4,33,phrase
"traptrix myrmeleo, yu-gi-oh!, 1girl, arthropod girl, monster girl, horns, red eyes, short hair, white hair, grey hair, navel, barefoot, collarbone, bare shoulders, detached sleeves, duel monster, facial mark, midriff",4,49,phrase
"traptrix nepenthes, yu-gi-oh!, 1girl, purple eyes, blue eyes, blonde hair, long hair, gradient hair, very long hair, red hair, orange hair, ahoge, low twintails, twintails, hair flower, small breasts, navel, bare shoulders, duel monster, midriff",4,43,phrase
"traptrix pinguicula, yu-gi-oh!, 1girl, pointy ears, fang, red eyes, hair over one eye, long hair, pink hair, multicolored hair, grey hair, very long hair, hair flower, large breasts, cleavage, navel, dress, bare shoulders, duel monster, bridal gauntlets",4,67,phrase
"traptrix rafflesia, yu-gi-oh!, 1girl, pointy ears, blue eyes, hair between eyes, pink hair, very long hair, red hair, long hair, hair flower, medium breasts, small breasts, cleavage, navel, bare shoulders, duel monster, bridal gauntlets",4,103,phrase
"traptrix sera, yu-gi-oh!, 1girl, green eyes, green hair, long hair, twintails, ahoge, parted bangs, hair ornament, small breasts, yellow dress, bare shoulders, jewelry, duel monster",4,76,phrase
"traveler (journey), journey, no humans, scarf, robe, hood",4,95,phrase
"travis touchdown, no more heroes, 1boy, black hair, sunglasses, jacket, energy sword",4,71,phrase
"tre (nanoha), lyrical nanoha, 1girl, yellow eyes, short hair, blue hair, numbers' uniform, numbers' uniform, bodysuit",4,46,phrase
"treasure hoarder (genshin impact), genshin impact",4,66,phrase
"treble (mega man), mega man (classic)",4,56,phrase
"tree sparrow (kemono friends), kemono_friends, sleeveless_shirt, skirt, brown_eyes, bird_tail, wings, 1girl, brown_hair, shoes, gloves, bird_wings, socks, tail, sleeveless, head_wings, solo, shirt, short_hair",4,12,phrase
"treecko, pokemon, no humans, yellow eyes, pokemon (creature), yellow sclera",4,689,phrase
"trento (azur lane), azur lane, 1girl, red eyes, hair over one eye, eyewear on head, purple hair, very long hair, long hair, blue hair, sidelocks, large breasts, cleavage, thighs, mole on thigh, navel, thigh strap, collarbone, black bikini, o-ring bikini, sunglasses, skindentation, black choker, wet",4,99,phrase
"trento (summer's hotness?) (azur lane), azur lane, 1girl, red eyes, hair over one eye, eyewear on head, purple hair, very long hair, blue hair, sidelocks, large breasts, huge breasts, cleavage, thighs, mole on thigh, navel, thigh strap, collarbone, o-ring bikini, black bikini, sunglasses, multi-strapped bikini, skindentation, black choker, bare shoulders, bead bracelet, wet, wrist scrunchie, stomach",4,50,phrase
"tressa (chaos zero nightmare), chaos_zero_nightmare, 1girl, black_hair, breasts, solo, jacket, blue_jacket, cleavage, gloves, red_gloves, multicolored_hair, chest_harness, harness, two-tone_hair, large_breasts, open_jacket, open_clothes, green_eyes, belt, spikes, spaghetti_strap",4,56,phrase
"tressa colzione, octopath traveler, 1girl, green eyes, brown hair, short hair, long hair, dress, hat",4,250,phrase
"trevenant, pokemon, no humans, red eyes, pokemon (creature), one-eyed",4,109,phrase
"trevor (pokemon), pokemon",4,98,phrase
"trevor c. belmont, castlevania (series), 1boy, blue eyes, brown hair, short hair",4,62,phrase
"trey clover, twisted wonderland, 1boy, brown eyes, yellow eyes, glasses, short hair, green hair, white shirt, black jacket, facial mark, club (shape)",4,103,phrase
"tri-brigade ferrijit the barren blossom, yu-gi-oh!, 1girl, animal ear fluff, cat ears, cat tail, animal ears, tail ring, yellow eyes, long hair, pink hair, large breasts, navel, thigh boots, fingerless gloves, duel monster, midriff",4,90,phrase
"tri-brigade kitt, yu-gi-oh!, 1girl, cat ears, ferret ears, cat tail, yellow eyes, goggles on head, pink hair, long hair, twintails, medium breasts, large breasts, navel, sweat, duel monster, ferret girl, jumpsuit, bandeau, midriff",4,102,phrase
"tri-brigade mercourier, yu-gi-oh!",4,38,phrase
"tri-brigade shuraig the ominous omen, yu-gi-oh!",4,42,phrase
"tri (zelda), the legend of zelda, 1girl, pointy ears, blue eyes, blonde hair, long hair, purple tunic, tunic",4,137,phrase
"tria (project tokyo dolls), project_tokyo_dolls, 1girl, breasts, purple_hair, solo, twintails, mole_under_mouth, mole, large_breasts, long_hair, multicolored_hair, two-tone_hair, cleavage, blue_hair, sparkle, blunt_bangs, sidelocks, bare_shoulders",4,23,phrase
"triandra (fire emblem), fire emblem, 1girl, blue eyes, hair over one eye, purple hair, red hair, long hair, hair flower, medium breasts, large breasts, cleavage, bare shoulders, fairy wings, butterfly wings, insect wings, fairy wings, butterfly wings, insect wings, facial mark, fairy",4,170,phrase
"triandra (spring) (fire emblem), fire emblem, 1girl, rabbit ears, fake animal ears, blue eyes, hair over one eye, purple hair, short hair, red hair, hair flower, medium breasts, large breasts, cleavage, sideboob, thighs, navel, bare shoulders, detached sleeves, nail polish, fairy wings, butterfly wings, insect wings, fairy wings, butterfly wings, insect wings, facial mark, butterfly, bridal gauntlets, easter egg, midriff",4,32,phrase
"trickywi, indie virtual youtuber, 1girl, dark-skinned female, dragon horns, dragon ears, animal ears, multiple horns, tail, forked tongue, yellow eyes, slit pupils, pink hair, long hair, large breasts, cleavage, navel, facial tattoo, heart tattoo, bare shoulders, virtual youtuber, virtual youtuber, black nails, dragon wings, head wings, dragon wings, heart facial mark, dragon girl, ankh",4,65,phrase
"trico (character), the last guardian",4,39,phrase
"triela, gunslinger girl, 1girl, dark-skinned female, blue eyes, blonde hair, long hair, twintails, winchester model 1897, pump action",4,204,phrase
"trieste (azur lane), azur lane, 1girl, green eyes, hair over one eye, mole under eye, long hair, pink hair, purple hair, ponytail, hairclip, large breasts, sideboob, military uniform, black skirt, black pantyhose, military uniform, pencil skirt, white gloves, black jacket, earrings, miniskirt, epaulettes, aiguillette",4,128,phrase
"trieste (rooftop lunch break) (azur lane), azur lane, 1girl, green eyes, hair between eyes, hair over one eye, mole under eye, long hair, purple hair, pink hair, ponytail, hair ribbon, hairclip, large breasts, school uniform, serafuku, white shirt, pleated skirt, school uniform, black skirt, black pantyhose, shirt overhang, short sleeves, blue ribbon, blue sailor collar, red neckerchief, miniskirt, midriff",4,35,phrase
"trigger-chan, trigger (company)",4,75,phrase
"trigger (ace combat), ace combat",4,38,phrase
"trimmau (fate), fate (series)",4,81,phrase
"trinity glassfield, blazblue, 1girl, green eyes, glasses, round eyewear, blonde hair, long hair, large breasts, school uniform",4,83,phrase
"trinity student (blue archive), blue archive",4,71,phrase
"trip the sungazer, sonic (series)",4,33,phrase
"trish (devil may cry), devil may cry (series), 1girl, blue eyes, blonde hair, long hair, large breasts, cleavage, navel, crop top",4,161,phrase
"trish una, jojo no kimyou na bouken, 1girl, green eyes, pink hair, short hair, medium breasts, cleavage, choker, midriff",4,877,phrase
"trisha elric, fullmetal alchemist, 1girl, green eyes, long hair, tied hair, brown hair, low-tied long hair, low ponytail, side ponytail, hair over shoulder, collarbone, apron, apron, purple dress, tareme",4,86,phrase
"triss merigold, the witcher (series), 1girl, lips, mole under mouth, green eyes, red hair, single hair bun, large breasts, medium breasts, cleavage, thighs, freckles, necklace",4,97,phrase
"tristan (fate), fate (series), 1boy, yellow eyes, long hair, red hair, armor, bishounen",4,527,phrase
"tristana, league of legends",4,427,phrase
"tristana (girls und panzer), girls und panzer, 1girl, dark-skinned female, green eyes, brown hair, short hair, swept bangs, bob cut, large breasts, cleavage, aoshidan school uniform, aoshidan school uniform, blue shirt, collared shirt, suspender skirt, pleated skirt, short sleeves, black belt, blunt ends, miniskirt, partially unbuttoned",4,56,phrase
"triton (housamo), tokyo afterschool summoners, 1boy, fish boy, mature male, dark-skinned male, beard, sharp teeth, blue eyes, thick eyebrows, short hair, blue hair, navel hair, thick thighs, navel, open jacket, shell necklace, bara, muscular male, stubble, fins, large pectorals, abs, long sideburns, sideburns, stomach, shell, swim briefs, bare pectorals",4,96,phrase
"trixie lulamoon, my little pony, 1girl, blue skin, purple eyes, blue hair, long hair, white hair, large breasts, thighs, navel, witch hat",4,59,phrase
"trobbio (hollow knight), hollow_knight, 1girl",4,21,phrase
"troja von richtofen (eurasia), original, blonde_hair, choppy_bangs, 1girl, breasts, long_sleeves, green_eyes, solo, large_breasts, long_hair, dress, glasses, black_dress, biting, nail_biting, hand_up, puffy_sleeves",4,35,phrase
"tron bonne (mega man), mega man (series), 1girl, green eyes, brown hair, short hair, long hair, pink hairband, hair pulled back, medium breasts, pantyhose, earrings, skull earrings, crotch plate",4,801,phrase
"trony (nikke), goddess of victory: nikke, 1girl, green eyes, hair between eyes, black hair, long hair, very long hair, food-themed hair ornament, hair intakes, small breasts, feet, legs, thigh strap, barefoot, white jacket, white shorts, orange jacket, white shirt, toes, soles",4,83,phrase
"tropius, pokemon, no humans, black eyes, pokemon (creature)",4,224,phrase
"trotter (honkai: star rail), honkai: star rail, 1girl, blue eyes, hair between eyes, purple eyes, red hair, streaked hair, white hair, short hair, colored inner hair, grey hair, two-tone hair, hair ornament, large breasts, cleavage, thighs, thigh strap, black gloves, bare shoulders, detached sleeves, black belt",4,469,phrase
"trowa barton, gundam",4,74,phrase
"trubbish, pokemon",4,134,phrase
"truck (nifast (greentail)), original, 1girl, long_hair, red_hair, swimsuit, breasts, bikini, two_side_up, headphones, goggles_on_head, goggles, solo, camouflage, green_bikini, freckles, hair_between_eyes, camouflage_bikini, medium_breasts, shrug_(clothing)",4,42,phrase
"trucy wright, ace attorney, 1girl, blue eyes, brown hair, short hair, top hat, blue headwear, white gloves, red scarf, blue cape, earrings, magician, magician, blue hat",4,412,phrase
"true damage qiyana, league of legends, 1girl, dark-skinned female, purple lips, yellow eyes, eyeshadow, eyewear on head, pink hair, single hair bun, blue hair, two-tone hair, short hair, blunt bangs, medium breasts, sunglasses, off shoulder, bare shoulders, hoop earrings, lipstick",4,36,phrase
"trumbeak, pokemon",4,33,phrase
"trundle, league of legends",4,37,phrase
"trung nhi (fate), fate (series), 1girl, dark-skinned female, colored skin, hair between eyes, yellow eyes, long hair, black hair, streaked hair, blue hair, ponytail, sidelocks, navel, vietnamese dress, hat, white shirt, white headwear, vietnamese dress, long sleeves, single sleeve, eyeliner, elephant, crop top",4,200,phrase
"trung trac (fate), fate (series), 1girl, green eyes, long hair, green hair, wavy hair, streaked hair, black hair, ponytail, sidelocks, medium breasts, vietnamese dress, vietnamese dress, hat, white shirt, white headwear, gloves, long sleeves, single sleeve, eyeliner, elephant, crop top",4,203,phrase
"trunks (dragon ball), dragon ball, 1boy, blue eyes, purple hair, short hair, sword",4,1186,phrase
"trunks (future) (dragon ball), dragon ball, 1boy, blue eyes, purple hair, short hair, black shirt, sword",4,586,phrase
"trunks (future) (xeno) (dragon ball), dragon ball",4,32,phrase
"tryndamere, league of legends",4,102,phrase
"tsana (lansane), original, 1girl, wolf ears, wolf tail, hair between eyes, brown eyes, orange eyes, brown hair, long hair, medium breasts, white shirt, long sleeves, wristband",4,177,phrase
"tsareena, pokemon, 1girl, plant girl, white skin, tri tails, purple eyes, eyelashes, eyeshadow, green hair, very long hair, swept bangs, pokemon (creature), mini crown",4,406,phrase
"tsathoggua (housamo), tokyo afterschool summoners, 1boy, furry male, wolf boy, extra ears, wolf ears, animal ears, red eyes, thick eyebrows, third eye, short hair, plump, thick thighs, white shirt, tusks, bara, muscular male, grey fur, slime (creature), pectorals, large pectorals, fat man, slime (substance), two-tone fur, belly",4,56,phrase
"tseng, final fantasy, 1boy, black hair, long hair, hair pulled back, hair slicked back, black suit, white shirt, black jacket, collared shirt, suit jacket, black gloves, black suit, black pants, long sleeves, black necktie, formal, forehead mark, formal, bindi",4,172,phrase
"tsona (nyantcha), original, 1girl, dark-skinned female, very dark skin, blue lips, sharp teeth, red eyes, blue eyeshadow, brown hair, long hair, short hair, large breasts, thick thighs, sweat",4,166,phrase
"tsu-class light cruiser, kantai collection, 1girl, white skin, pale skin, navel, helmet, black gloves, torn clothes, black thighhighs, oversized forearms, turret, machinery",4,172,phrase
"tsubaki-chan (ina (inadahime)), original, 1girl, maid, maid headdress, maid, maid apron, brown eyes, brown hair, long hair, sidelocks, blue dress",4,48,phrase
"tsubaki (blue archive), blue archive, 1girl, raccoon ears, animal ears, hair between eyes, black eyes, black hair, short hair, large breasts, huge breasts, sideboob, breast curtain, thighs, elbow gloves, red gloves, red skirt, halo, red halo, red sailor collar, tassel",4,1496,phrase
"tsubaki (flower knight girl), flower knight girl, 1girl, yellow eyes, red hair, short hair, bob cut, large breasts, cleavage, collarbone, knee boots, bare shoulders",4,33,phrase
"tsubaki (guide) (blue archive), blue archive, 1girl, extra ears, animal ears, raccoon ears, animal ear fluff, black eyes, hair between eyes, short hair, black hair, hair ornament, large breasts, white shirt, white gloves, black pantyhose, black jacket, collared shirt, black skirt, pencil skirt, hat, halo, red halo, long sleeves, red bowtie, tour guide, tour guide, black hat",4,387,phrase
"tsubaki (kunoichi tsubaki no mune no uchi), kunoichi tsubaki no mune no uchi, 1girl, brown eyes, black eyes, black hair, long hair, very long hair, ponytail, high ponytail, navel, fingerless gloves, red scarf, bike shorts, black shorts, green gloves, short sleeves, pelvic curtain, ninja, forehead, midriff, crop top, ninja",4,139,phrase
"tsubaki (senran kagura), senran kagura, 1girl, shiny skin, brown eyes, red eyes, long hair, black hair, two-tone hair, red hair, streaked hair, blunt bangs, large breasts, huge breasts, cleavage, collarbone, black footwear, fingernails, blunt ends, window",4,30,phrase
"tsubaki kento, dankira!!!",4,31,phrase
"tsubaki kureha, yuri kuma arashi",4,60,phrase
"tsubaki ryouji, tsuma_shibori, 1girl",4,25,phrase
"tsubaki seito, dankira!!!, 1boy, green eyes, hair between eyes, long hair, red hair, brown hair, low ponytail, turtleneck sweater, black gloves, long sleeves",4,62,phrase
"tsubaki yayoi, blazblue, 1girl, blue eyes, red hair, long hair, hair tubes",4,588,phrase
"tsubakihara mira, comic exe, 1girl, mature female, mole under mouth, blue eyes, blonde hair, long hair, very long hair, sidelocks, large breasts, mole on breast, cleavage, sweat, collarbone, wet",4,33,phrase
"tsubakuro yume, toji no miko, 1girl, fang, green eyes, blue eyes, pink hair, long hair, nail polish, katana, one side up",4,69,phrase
"tsubasa (kureha), original, 1girl, blue eyes, hair between eyes, long hair, brown hair, black hair, medium hair, large breasts, medium breasts, cleavage, thighs, navel, collarbone, bare shoulders",4,157,phrase
"tsubasa ryuuji, kantai collection, 1girl, monster girl, horns, blue eyes, short hair, large breasts, sweat, scar, dragon girl",4,189,phrase
"tsube aika, ore twintail ni narimasu, 1girl, red eyes, hair between eyes, black hair, long hair, very long hair, twintails, sidelocks, hair ribbon, flat chest, collarbone, white ribbon",4,157,phrase
"tsubomi fujiko, zettai karen children, 1girl, red eyes, long hair, white hair, ponytail, large breasts, huge breasts, cleavage",4,48,phrase
"tsubomioka happa, original, 1girl, brown eyes, thick eyebrows, brown hair, short hair with long locks, short hair, long hair, black hair, sidelocks, blunt bangs, large breasts, cleavage, thighs, navel",4,91,phrase
"tsuburaya mana, coppelion, 1girl, pale skin, black eyes, short hair, black hair, serafuku, serafuku, kneehighs, pleated skirt, black skirt, short sleeves, sailor collar, radiation symbol, miniskirt, loafers",4,41,phrase
"tsuburaya mitsuhiko, meitantei conan",4,48,phrase
"tsuchida satsuki, hanamaru youchien, 1girl, blue eyes, long hair, brown hair, black hair",4,32,phrase
"tsuchimi rin, shuffle!",4,62,phrase
"tsuchimikado maika, toaru majutsu no index",4,41,phrase
"tsuchimikado motoharu, toaru majutsu no index, 1boy, blonde hair, a certain high school uniform, sunglasses, a certain high school uniform, gakuran",4,219,phrase
"tsuchimikado natsume, tokyo ravens, 1girl, brown eyes, purple eyes, yellow eyes, purple hair, long hair, ponytail",4,58,phrase
"tsuchimiya kagura, ga-rei, 1girl, blue eyes, short hair, brown hair, black hair, serafuku",4,143,phrase
"tsuchinoko (kemono friends), kemono friends, 1girl, snake tail, striped tail, hair between eyes, aqua hair, short hair, blue hair, striped hoodie, striped clothes, neck ribbon, pink ribbon, long sleeves, gradient ribbon, hood up",4,877,phrase
"tsuchiya (girls und panzer), girls und panzer, 1girl, brown eyes, brown hair, short hair, freckles, ooarai school uniform",4,340,phrase
"tsuchiya ako, idolmaster, 1girl, mole under mouth, green eyes, glasses, brown-framed eyewear, brown hair, short hair, ahoge, hairclip, mole, sun symbol",4,170,phrase
"tsuchiya kouta, baka to test to shoukanjuu, 1boy, blue eyes, blue hair",4,85,phrase
"tsuchiyamada mitsuko, original",4,83,phrase
"tsuda echizen-no-kami sukehiro, tenka hyakken, 1girl, fang, red eyes, thick eyebrows, white hair, long hair, aqua hair, two-tone hair, magatama hair ornament, hair flaps, twintails, bare shoulders, detached sleeves, wide sleeves",4,39,phrase
"tsuda kousuke, toki wo kakeru shoujo",4,34,phrase
"tsuda minami, yuru yuri, 1girl, jaguar ears, jaguar tail, yellow eyes, blonde hair, long hair, short hair, low twintails, serafuku, pleated skirt, multicolored legwear, elbow gloves, thighhighs, serafuku, high-waist skirt, short sleeves, black bowtie, zettai ryouiki",4,39,phrase
"tsuda takatoshi, seitokai yakuindomo",4,78,phrase
"tsuduki-chan, ip police tsuduki chan",4,54,phrase
"tsugihagi (chainsaw man), chainsaw man",4,84,phrase
"tsugikuni michikatsu, kimetsu no yaiba, 1boy, floating hair, red eyes, extra eyes, purple eyes, black hair, very long hair, red hair, purple hair, long hair, ponytail, high ponytail, sidelocks, kimono, purple kimono, kimono, long sleeves, wide sleeves, katana, facial mark, black hakama",4,64,phrase
"tsugikuni yoriichi, kimetsu no yaiba, 1boy, floating hair, red eyes, long hair, black hair, red hair, brown hair, streaked hair, ponytail, high ponytail, kimono, long sleeves, wide sleeves, earrings, katana, facial mark, haori, haori",4,109,phrase
"tsugino haru, zeno (game), 1boy, black eyes, hair between eyes, short hair, black hair, turtleneck sweater, black sweater, long sleeves",4,103,phrase
"tsugou makina, chikanoko, 1girl, red eyes, hair between eyes, pink hair, very long hair, long hair, twintails, hair intakes, medium breasts, white shirt",4,44,phrase
